Key,Name,ballotpedia_id,Party,District,Status,Date Declared,Retiring,Seeking other Office,Running Senate,Cooke,Inside,Sabato
405,Elizabeth Tedder,https://ballotpedia.org/Elizabeth_Tedder,Independent,U.S. House Alabama District 5,Withdrew,"Aug 3, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
406,Gary Palmer,https://ballotpedia.org/Gary_Palmer,Republican,U.S. House Alabama District 6,Candidacy Declared,"Jun 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
407,Kevin Stewart,https://ballotpedia.org/Kevin_Stewart_(Alabama),Independent,U.S. House Alabama District 6,Candidacy Declared,"Apr 21, 2021",No,No,No,Solid Republican,Solid Republican,Safe Republican
408,Gerrick Wilkins,https://ballotpedia.org/Gerrick_Wilkins,Republican,U.S. House Alabama District 6,Candidacy Declared,"Oct 10, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
409,Terri Sewell,https://ballotpedia.org/Terri_Sewell,Democratic,U.S. House Alabama District 7,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
410,Robin Litaker,https://ballotpedia.org/Robin_Litaker,Republican,U.S. House Alabama District 7,Candidacy Declared,"Oct 10, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
411,Nicholas Begich,https://ballotpedia.org/Nicholas_Begich,Republican,U.S. House Alaska At-large District,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
412,Mary Peltola,https://ballotpedia.org/Mary_Peltola,Democratic,U.S. House Alaska At-large District,Candidacy Declared,"Jul 14, 2023",No,No,No,N/A,N/A,N/A
413,Aumua Amata Radewagen,https://ballotpedia.org/Aumua_Amata_Radewagen,Republican,U.S. House American Samoa At-large District,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
414,Andrei Cherny,https://ballotpedia.org/Andrei_Cherny,Democratic,U.S. House Arizona District 1,Candidacy Declared,"Apr 19, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
415,John Williamson,https://ballotpedia.org/John_Williamson_(Arizona),Democratic,U.S. House Arizona District 1,Candidacy Declared,"Sep 5, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
416,Amish Shah,https://ballotpedia.org/Amish_Shah,Democratic,U.S. House Arizona District 1,Candidacy Declared,"Apr 11, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
417,Paul Burton,https://ballotpedia.org/Paul_Burton,Republican,U.S. House Arizona District 1,Candidacy Declared,"Jun 13, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
418,Andrew Horne,https://ballotpedia.org/Andrew_Horne,Democratic,U.S. House Arizona District 1,Candidacy Declared,"Jan 18, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
419,Cody Newman,https://ballotpedia.org/Cody_Newman,Democratic,U.S. House Arizona District 1,Candidacy Declared,"Oct 11, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
420,Kurt Kroemer,https://ballotpedia.org/Kurt_Kroemer,Democratic,U.S. House Arizona District 1,Candidacy Declared,"Apr 20, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
421,Marlene Galan-Woods,https://ballotpedia.org/Marlene_Galan-Woods,Democratic,U.S. House Arizona District 1,Candidacy Declared,"May 30, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
422,Conor O'Callaghan,https://ballotpedia.org/Conor_O'Callaghan,Democratic,U.S. House Arizona District 1,Candidacy Declared,"Aug 3, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
423,Sarah Wharton,https://ballotpedia.org/Sarah_Wharton,Independent,U.S. House Arizona District 1,Candidacy Declared,"Oct 10, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
424,David Schweikert,https://ballotpedia.org/David_Schweikert,Republican,U.S. House Arizona District 1,Candidacy Declared,"Jul 14, 2023",No,No,No,Toss-up,Tilt Republican,Toss-up
425,Jonathan Nez,https://ballotpedia.org/Jonathan_Nez,Democratic,U.S. House Arizona District 2,Candidacy Declared,"Oct 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
426,Lindsay Bowe,https://ballotpedia.org/Lindsay_Bowe,Democratic,U.S. House Arizona District 2,Candidacy Declared,"Jun 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
427,David Bies,https://ballotpedia.org/David_Bies,Libertarian,U.S. House Arizona District 2,Candidacy Declared,"Aug 23, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
428,Laura Pastor,https://ballotpedia.org/Laura_Pastor,Democratic,U.S. House Arizona District 3,Withdrew,"Jun 8, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
429,Raquel Terán,https://ballotpedia.org/Raquel_Teran,Democratic,U.S. House Arizona District 3,Candidacy Declared,"Apr 13, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
430,Yassamin Ansari,https://ballotpedia.org/Yassamin_Ansari,Democratic,U.S. House Arizona District 3,Candidacy Declared,"Apr 13, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
431,Ylenia Aguilar,https://ballotpedia.org/Ylenia_Aguilar,Democratic,U.S. House Arizona District 3,Withdrew,"Jun 2, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
432,Jeffrey Zink,https://ballotpedia.org/Jeffrey_Zink,Republican,U.S. House Arizona District 3,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
433,Hector Jaramillo,https://ballotpedia.org/Hector_Jaramillo,Democratic,U.S. House Arizona District 3,Candidacy Declared,"May 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
434,Duane Wooten,https://ballotpedia.org/Duane_Wooten,Democratic,U.S. House Arizona District 3,Candidacy Declared,"Aug 22, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
435,Zuhdi Jasser,https://ballotpedia.org/Zuhdi_Jasser,Republican,U.S. House Arizona District 4,Candidacy Declared,"Oct 3, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
436,Greg Stanton,https://ballotpedia.org/Greg_Stanton,Democratic,U.S. House Arizona District 4,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
437,Dave Giles,https://ballotpedia.org/Dave_Giles,Republican,U.S. House Arizona District 4,Candidacy Declared,"Jan 22, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
438,Kelly Cooper,https://ballotpedia.org/Kelly_Cooper_(Arizona),Republican,U.S. House Arizona District 4,Candidacy Declared,"Jan 22, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
439,Alex Stovall,https://ballotpedia.org/Alex_Stovall,Republican,U.S. House Arizona District 5,Candidacy Declared,"Sep 29, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
440,Clint Smith,https://ballotpedia.org/Clint_Smith_(Arizona),Independent,U.S. House Arizona District 5,Candidacy Declared,"Sep 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
441,Evan Olson,https://ballotpedia.org/Evan_Olson,Independent,U.S. House Arizona District 5,Candidacy Declared,"Apr 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
442,Casey Michel,https://ballotpedia.org/Casey_Michel,Republican,U.S. House Arizona District 5,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
443,Juan Ciscomani,https://ballotpedia.org/Juan_Ciscomani,Republican,U.S. House Arizona District 6,Candidacy Declared,"Jul 17, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
444,Jack O'Donnell,https://ballotpedia.org/Jack_O'Donnell,Democratic,U.S. House Arizona District 6,Candidacy Declared,"May 31, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
445,Vieri Tenuta,https://ballotpedia.org/Vieri_Tenuta,Democratic,U.S. House Arizona District 6,Candidacy Declared,"May 11, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
446,Kirsten Engel,https://ballotpedia.org/Kirsten_Engel,Democratic,U.S. House Arizona District 6,Candidacy Declared,"Apr 19, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
447,Kathleen Winn,https://ballotpedia.org/Kathleen_Winn,Republican,U.S. House Arizona District 6,Candidacy Declared,"Oct 10, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
448,Raúl Grijalva,https://ballotpedia.org/Raúl_Grijalva,Democratic,U.S. House Arizona District 7,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
449,Abraham Hamadeh,https://ballotpedia.org/Abraham_Hamadeh,Republican,U.S. House Arizona District 8,Candidacy Declared,"Oct 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
450,Jeremy Spreitzer,https://ballotpedia.org/Jeremy_Spreitzer,Independent,U.S. House Arizona District 8,Candidacy Declared,"Feb 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
451,Bernadette Greene Placentia,https://ballotpedia.org/Bernadette_Greene_Placentia,Democratic,U.S. House Arizona District 8,Candidacy Declared,"Aug 28, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
452,Gregory Whitten,https://ballotpedia.org/Gregory_Whitten,Democratic,U.S. House Arizona District 8,Candidacy Declared,"Sep 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
453,David Lucier,https://ballotpedia.org/David_Lucier,Democratic,U.S. House Arizona District 9,Candidacy Declared,"May 30, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
454,Paul Gosar,https://ballotpedia.org/Paul_Gosar,Republican,U.S. House Arizona District 9,Candidacy Declared,"Jun 28, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
455,Brandon Donnelly,https://ballotpedia.org/Brandon_Donnelly,Democratic,U.S. House Arizona District 9,Candidacy Declared,"Jun 30, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
456,Nicholas Blair,https://ballotpedia.org/Nicholas_Blair,Democratic,U.S. House Arizona District 9,Candidacy Declared,"Mar 15, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
457,Quacy Smith,https://ballotpedia.org/Quacy_Smith,Democratic,U.S. House Arizona District 9,Candidacy Declared,"Apr 1, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
458,Rick Crawford,https://ballotpedia.org/Rick_Crawford_(Arkansas),Republican,U.S. House Arkansas District 1,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
459,French Hill,https://ballotpedia.org/French_Hill,Republican,U.S. House Arkansas District 2,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
460,Kellie Tempest,https://ballotpedia.org/Kellie_Tempest,Republican,U.S. House Arkansas District 2,Candidacy Declared,"Oct 23, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
461,Marcus Jones,https://ballotpedia.org/Marcus_Jones_(Arkansas),Democratic,U.S. House Arkansas District 2,Candidacy Declared,"Oct 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
462,Steve Womack,https://ballotpedia.org/Steve_Womack,Republican,U.S. House Arkansas District 3,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
463,Caitlin Draper Mattelin,https://ballotpedia.org/Caitlin_Draper_Mattelin,Democratic,U.S. House Arkansas District 3,Candidacy Declared,"Oct 10, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
464,Bruce Westerman,https://ballotpedia.org/Bruce_Westerman,Republican,U.S. House Arkansas District 4,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
465,Morgan Law,https://ballotpedia.org/Morgan_Law,Independent,U.S. House Colorado District 1,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
466,Diana DeGette,https://ballotpedia.org/Diana_DeGette,Democratic,U.S. House Colorado District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
467,Joe Neguse,https://ballotpedia.org/Joe_Neguse,Democratic,U.S. House Colorado District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
468,Marshall Dawson,https://ballotpedia.org/Marshall_Dawson,Republican,U.S. House Colorado District 2,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
469,Cynthia Munhos de Aquino Sirianni,https://ballotpedia.org/Cynthia_Munhos_de_Aquino_Sirianni,Unity Party,U.S. House Colorado District 2,Candidacy Declared,"Jun 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
470,Bernard Coleman,https://ballotpedia.org/Bernard_Coleman,Democratic,U.S. House Colorado District 2,Candidacy Declared,"May 8, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
471,Adam Withrow,https://ballotpedia.org/Adam_Withrow,Democratic,U.S. House Colorado District 3,Candidacy Declared,"Jul 17, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
472,James Wiley,https://ballotpedia.org/James_Wiley,Libertarian,U.S. House Colorado District 3,Candidacy Declared,"Sep 14, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
473,Curtis McCrackin,https://ballotpedia.org/Curtis_McCrackin,Republican,U.S. House Colorado District 3,Candidacy Declared,"Sep 11, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
474,Jeffrey Hurd,https://ballotpedia.org/Jeffrey_Hurd,Republican,U.S. House Colorado District 3,Candidacy Declared,"Aug 21, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
475,Anna Stout,https://ballotpedia.org/Anna_Stout_(Colorado),Democratic,U.S. House Colorado District 3,Candidacy Declared,"Aug 2, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
476,Adam Frisch,https://ballotpedia.org/Adam_Frisch,Democratic,U.S. House Colorado District 3,Candidacy Declared,"Feb 22, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
477,Russ Andrews,https://ballotpedia.org/Russ_Andrews,Republican,U.S. House Colorado District 3,Candidacy Declared,"Apr 27, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
478,David Karpas,https://ballotpedia.org/David_Karpas,Democratic,U.S. House Colorado District 3,Candidacy Declared,"Feb 22, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
479,Debby Burnett,https://ballotpedia.org/Debby_Burnett,Democratic,U.S. House Colorado District 3,Withdrew,"Feb 17, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
480,Lauren Boebert,https://ballotpedia.org/Lauren_Boebert,Republican,U.S. House Colorado District 3,Candidacy Declared,"Jul 19, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
481,Mark Elworth Jr.,https://ballotpedia.org/Mark_Elworth,Libertarian,U.S. House Colorado District 3,Candidacy Declared,"Aug 14, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
482,Gary Swing,https://ballotpedia.org/Gary_Swing,Unity Party of Colorado,U.S. House Colorado District 3,Candidacy Declared,"Mar 2, 2023",No,No,No,Toss-up,Tilt Republican,Lean Republican
483,Karen Breslin,https://ballotpedia.org/Karen_Breslin,Democratic,U.S. House Colorado District 4,Candidacy Declared,"Sep 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
484,Trent Leisy,https://ballotpedia.org/Trent_Leisy,Republican,U.S. House Colorado District 4,Candidacy Declared,"Oct 18, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
485,Ken Buck,https://ballotpedia.org/Ken_Buck,Republican,U.S. House Colorado District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
486,Justin Schreiber,https://ballotpedia.org/Justin_Schreiber,Republican,U.S. House Colorado District 4,Candidacy Declared,"Dec 27, 2022",No,No,No,Solid Republican,Solid Republican,Safe Republican
487,John Padora,https://ballotpedia.org/John_Padora,Democratic,U.S. House Colorado District 4,Candidacy Declared,"Feb 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
488,Isaac McCorkle,https://ballotpedia.org/Isaac_McCorkle,Democratic,U.S. House Colorado District 4,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
489,Doug Lamborn,https://ballotpedia.org/Doug_Lamborn,Republican,U.S. House Colorado District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
490,Orlondo Avion,https://ballotpedia.org/Orlondo_Avion,Democratic,U.S. House Colorado District 5,Candidacy Declared,"Aug 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
491,Christopher Mitchell,https://ballotpedia.org/Christopher_Mitchell,Constitutional Party,U.S. House Colorado District 5,Candidacy Declared,"Sep 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
492,Joseph Gaye,https://ballotpedia.org/Joseph_Gaye,Democratic,U.S. House Colorado District 5,Candidacy Declared,"May 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
493,Jason Crow,https://ballotpedia.org/Jason_Crow,Democratic,U.S. House Colorado District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
494,Khaleb Dammen,https://ballotpedia.org/Khaleb_Dammen,Republican,U.S. House Colorado District 6,Candidacy Declared,"Jul 30, 2021",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
495,Brittany Pettersen,https://ballotpedia.org/Brittany_Pettersen,Democratic,U.S. House Colorado District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
496,Ronald Tupa,https://ballotpedia.org/Ronald_Tupa,Independent,U.S. House Colorado District 7,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
497,Yadira Caraveo,https://ballotpedia.org/Yadira_Caraveo,Democratic,U.S. House Colorado District 8,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
498,Matthew Payette,https://ballotpedia.org/Matthew_Payette,No Party Affiliation,U.S. House Colorado District 8,Candidacy Declared,"Sep 5, 2023",No,No,No,N/A,N/A,N/A
499,Gabe Evans,https://ballotpedia.org/Gabe_Evans,Republican,U.S. House Colorado District 8,Candidacy Declared,"Sep 11, 2023",No,No,No,N/A,N/A,N/A
500,Scott James,https://ballotpedia.org/Scott_James_(Colorado),Republican,U.S. House Colorado District 8,Candidacy Declared,"Aug 2, 2023",No,No,No,N/A,N/A,N/A
501,Larry Johnson,https://ballotpedia.org/Larry_Johnson_(Colorado),No party preference,U.S. House Colorado District 8,Candidacy Declared,"Aug 31, 2023",No,No,No,N/A,N/A,N/A
502,John Larson,https://ballotpedia.org/John_Larson_(Connecticut),Democratic,U.S. House Connecticut District 1,Candidacy Declared,"Jun 13, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
503,Nicholas Symochko,https://ballotpedia.org/Nicholas_Symochko,Connecticut Conservative Party,U.S. House Connecticut District 1,Candidacy Declared,"Apr 21, 2021",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
